,Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Abbotsbury,-33.8692846,150.8667029,Calmsley Hill City Farm,-33.86884770137987,150.85880756378174,Farm
1,Abbotsbury,-33.8692846,150.8667029,Abbotsbury Shops,-33.86955441610464,150.8652944091134,Convenience Store
2,Abbotsbury,-33.8692846,150.8667029,Stockdale Reserve,-33.871098,150.86806,Park
3,Abbotsbury,-33.8692846,150.8667029,817 bus stop,-33.869773,150.870122,Bus Station
4,Abbotsford,-33.8505529,151.129759,The Cove Dining Co,-33.85093349750487,151.12901507835977,Café
5,Abbotsford,-33.8505529,151.129759,The Cove Dining Co,-33.85095,151.12911,Café
6,Abbotsford,-33.8505529,151.129759,"Greenwest Pools, Spas & Landscapes",-33.8506,151.12760520000006,Construction & Landscaping
7,Abbotsford,-33.8505529,151.129759,Sistina Ristorante & Pizzeria,-33.848149427380505,151.12830734541558,Pizza Place
8,Abbotsford,-33.8505529,151.129759,Lock Stock And Bottle,-33.84786,151.12797,Wine Shop
9,Abbotsford,-33.8505529,151.129759,Cinnamon Thai Cuisine,-33.84769675,151.128288,Thai Restaurant
10,Abbotsford,-33.8505529,151.129759,Henry Lawson Park,-33.85034998485688,151.12589532464892,Park
11,Agnes Banks,-33.6145082,150.71144819999998,Yarramundi Reserve,-33.613376662598654,150.69837762707482,Nature Preserve
12,Agnes Banks,-33.6145082,150.71144819999998,D & V Turf Supplies Pty Ltd,-33.62319623534053,150.70257425308228,Other Repair Shop
13,Agnes Banks,-33.6145082,150.71144819999998,Riverview Produce (Farm),-33.60080884445593,150.70992205913512,Farm
14,Agnes Banks,-33.6145082,150.71144819999998,Navua Reserve,-33.608786,150.69602,Park
15,Airds,-34.09,150.8261111,BP,-34.08592108,150.82871414,Gas Station
16,Alexandria,-33.9091568,151.1921281,The Grounds of Alexandria,-33.91077412580883,151.194405534518,Café
17,Alexandria,-33.9091568,151.1921281,The Potting Shed at The Grounds,-33.91109417652144,151.1943062077886,Bar
18,Alexandria,-33.9091568,151.1921281,The Grounds Markets,-33.911844,151.194729,Flea Market
19,Alexandria,-33.9091568,151.1921281,Alexandria Basketball Stadium,-33.90835836037352,151.19557794378534,Basketball Court
20,Alexandria,-33.9091568,151.1921281,The Grounds Coffee Roastery,-33.91073344478825,151.19429426643546,Australian Restaurant
21,Alexandria,-33.9091568,151.1921281,COOH Cafe & Roaster,-33.91047594760952,151.19565963542615,Café
22,Alexandria,-33.9091568,151.1921281,Crave,-33.906773216074434,151.19247273005746,Café
23,Alfords Point,-33.9839091,151.0241615,McDonald's,-33.98238529092818,151.028643474928,Fast Food Restaurant
24,Alfords Point,-33.9839091,151.0241615,Georges River National Park,-33.9785809722371,151.0176157951355,National Park
25,Allambie Heights,-33.770506700000006,151.249675,IGA Allambie Heights,-33.76553257260216,151.25029168996923,Grocery Store
26,Allambie Heights,-33.770506700000006,151.249675,Mr Grigors,-33.766243,151.25055,Café
27,Allambie Heights,-33.770506700000006,151.249675,Allambie Heights Shops,-33.765989,151.250752,Café
28,Allambie Heights,-33.770506700000006,151.249675,Liquorland,-33.76571482238181,151.25068053372118,Liquor Store
29,Allambie Heights,-33.770506700000006,151.249675,Bakers Delight,-33.765515,151.250257,Bakery
30,Allambie Heights,-33.770506700000006,151.249675,Allambie Oval,-33.76516979779701,151.24967284389558,Park
31,Allawah,-33.969629299999994,151.11428469999998,Allawah Hotel,-33.97000054549864,151.1141392420896,Pub
32,Allawah,-33.969629299999994,151.11428469999998,Posch Thai,-33.97031,151.11523,Thai Restaurant
33,Allawah,-33.969629299999994,151.11428469999998,Allawah Cheeky Chicken,-33.96997904569923,151.11548537838962,BBQ Joint
34,Allawah,-33.969629299999994,151.11428469999998,Allawah Station,-33.96960535296293,151.11446148667068,Train Station
35,Ambarvale,-34.084425200000005,150.8017477,Ozzie Smoke,-34.0846363348724,150.8021056652069,Business Service
36,Ambarvale,-34.084425200000005,150.8017477,Aldi,-34.08511212225691,150.80143560462832,Supermarket
37,Ambarvale,-34.084425200000005,150.8017477,Bus Stop 2560492 (Thomas Reddal HS),-34.08236,150.803127,Bus Stop
38,Ambarvale,-34.084425200000005,150.8017477,Ambarvale Tavern,-34.08671971953244,150.80031163286282,Pub
39,Annandale,-33.881223999999996,151.1709976,Fat Fish,-33.88136977345241,151.17077466124925,Fish & Chips Shop
40,Annandale,-33.881223999999996,151.1709976,Bar Sirocco Cafe,-33.88172568264278,151.17154995988068,Café
41,Annandale,-33.881223999999996,151.1709976,Clover Cafe,-33.88129,151.16986,Café
42,Annandale,-33.881223999999996,151.1709976,Cornersmith,-33.879027,151.172506,Café
43,Annandale,-33.881223999999996,151.1709976,Vinery Foods,-33.88089,151.17125,Australian Restaurant
44,Annandale,-33.881223999999996,151.1709976,Chook & Cooker,-33.88237133813073,151.17345526814054,Snack Place
45,Annandale,-33.881223999999996,151.1709976,Bar Asia,-33.88181550589561,151.17162959384908,Asian Restaurant
46,Annandale,-33.881223999999996,151.1709976,Annandale Cellars,-33.88099659897204,151.17093989442174,Liquor Store
47,Annandale,-33.881223999999996,151.1709976,Crust Gourmet Pizza Bar,-33.881437,151.171106,Pizza Place
48,Annandale,-33.881223999999996,151.1709976,IGA Annandale,-33.882259003319106,151.17325481630687,Grocery Store
49,Annandale,-33.881223999999996,151.1709976,Annandale Garden Centre,-33.88213826365588,151.17252101988348,Garden Center
50,Annandale,-33.881223999999996,151.1709976,Le Comptoir Coffee House,-33.88127656716137,151.17079034304615,Café
51,Annandale,-33.881223999999996,151.1709976,Made In Italy,-33.88115,151.17112,Italian Restaurant
52,Annandale,-33.881223999999996,151.1709976,North Annandale Hotel,-33.88149466516491,151.1707756986851,Bar
53,Annandale,-33.881223999999996,151.1709976,Chargrill Charlie's,-33.881018,151.171205,Fried Chicken Joint
54,Annandale,-33.881223999999996,151.1709976,Black Toast,-33.882280076847806,151.17331049930004,Café
55,Annandale,-33.881223999999996,151.1709976,2 Birds Espresso & Juice Bar,-33.88254,151.17327,Café
56,Annandale,-33.881223999999996,151.1709976,470 Bus Stop,-33.88157549757219,151.17099302662504,Bus Station
57,Annandale,-33.881223999999996,151.1709976,Hinsby Park,-33.87875859327704,151.1725393401507,Playground
58,Annangrove,-33.6574838,150.9460077,Kashi Indian Restaurant,-33.65606695653621,150.93948669246106,Indian Restaurant
59,Annangrove,-33.6574838,150.9460077,Amaroo Park Raceway,-33.66042456203054,150.94626903533936,Racetrack
60,Annangrove,-33.6574838,150.9460077,Annangrove Auto Services,-33.66679425,150.95229006,Auto Workshop
61,Arcadia,-33.6227289,151.0605602,Wesley Vision Valley,-33.62146271537227,151.06257130414383,Event Space
62,Arcadia,-33.6227289,151.0605602,All Australian Candle Making - Global Head Quarters,-33.62251759465596,151.0551019402435,Art Gallery
63,Arcadia,-33.6227289,151.0605602,Monastery Dam | Arcadia,-33.62060537379549,151.0525918006897,Lake
64,Arcadia,-33.6227289,151.0605602,Herbert Tennis Court,-33.63008,151.049728,Tennis Court
65,Arncliffe,-33.938235999999996,151.145508,Naji's Charcoal Chicken & Kebab,-33.93673685745061,151.14676470470204,Lebanese Restaurant
66,Arncliffe,-33.938235999999996,151.145508,IGA Arncliffe,-33.93756,151.14616,Grocery Store
67,Arncliffe,-33.938235999999996,151.145508,Thai Fire Wok,-33.93689,151.14653,Thai Restaurant
68,Arncliffe,-33.938235999999996,151.145508,Sheridan Outlet,-33.93773989364815,151.14452118423807,Outlet Store
69,Arncliffe,-33.938235999999996,151.145508,Airport Hotel Sydney,-33.9392966793228,151.14757846043378,Hotel
70,Arncliffe,-33.938235999999996,151.145508,Princes Highway (Forest Road),-33.93917659249306,151.14789605140686,Intersection
71,Arncliffe,-33.938235999999996,151.145508,Arncliffe Park,-33.93567361850549,151.14279731753945,Park
72,Arncliffe,-33.938235999999996,151.145508,Peace Bakery,-33.9344482758525,151.14641575264244,Bakery
73,Artarmon,-33.8094124,151.18576090000002,Salvage Specialty Coffee,-33.80895728341055,151.1835568673033,Café
74,Artarmon,-33.8094124,151.18576090000002,Everyday Canteen,-33.807897,151.185282,Café
75,Artarmon,-33.8094124,151.18576090000002,86 Hampden Road,-33.80884108429937,151.18461352658343,Café
76,Artarmon,-33.8094124,151.18576090000002,Taipei Chef Restaurant 台灣吃餐廳,-33.80897304639339,151.18400790221585,Asian Restaurant
77,Artarmon,-33.8094124,151.18576090000002,Spitroast,-33.80901685433397,151.18504391864485,BBQ Joint
78,Artarmon,-33.8094124,151.18576090000002,Sushi-Ya Artarmon,-33.808148266471896,151.18490431195636,Japanese Restaurant
79,Artarmon,-33.8094124,151.18576090000002,Beer Cartel Bottleshop,-33.81527354296763,151.18726055394728,Liquor Store
80,Artarmon,-33.8094124,151.18576090000002,The Wilkes,-33.80814373526372,151.18487489926477,Café
81,Artarmon,-33.8094124,151.18576090000002,The Thai,-33.80798123826116,151.1834551691439,Thai Restaurant
82,Artarmon,-33.8094124,151.18576090000002,Ramen Genki,-33.80807465545813,151.1849583333398,Ramen Restaurant
83,Artarmon,-33.8094124,151.18576090000002,Tatsuya,-33.80890444231324,151.1842777691811,Sushi Restaurant
84,Artarmon,-33.8094124,151.18576090000002,Subway,-33.8088507511992,151.18483170832116,Sandwich Place
85,Artarmon,-33.8094124,151.18576090000002,Wakana Yakiniku Restaurant,-33.80888427537261,151.1842498900524,Japanese Restaurant
86,Artarmon,-33.8094124,151.18576090000002,Little Thai Place,-33.80817889728216,151.18490406576072,Thai Restaurant
87,Artarmon,-33.8094124,151.18576090000002,Victoria's Basement,-33.81512107614277,151.18695246660639,Furniture / Home Store
88,Artarmon,-33.8094124,151.18576090000002,Freeway Hotel,-33.814463550348165,151.18583305400165,Pub
89,Artarmon,-33.8094124,151.18576090000002,7-Eleven,-33.80880386112078,151.18461473043578,Convenience Store
90,Artarmon,-33.8094124,151.18576090000002,Liquorland,-33.80885115981654,151.18387941386743,Liquor Store
91,Artarmon,-33.8094124,151.18576090000002,Bakers Delight,-33.80926379675209,151.18389863369626,Bakery
92,Artarmon,-33.8094124,151.18576090000002,Sanya,-33.808869840546755,151.18382819682864,Korean Restaurant
93,Artarmon,-33.8094124,151.18576090000002,Plus Fitness 24/7,-33.80906781071338,151.18423283337998,Gym
94,Artarmon,-33.8094124,151.18576090000002,Interdesserts,-33.80805,151.18324,Coffee Shop
95,Artarmon,-33.8094124,151.18576090000002,Orana Car & Truck Rental,-33.81422068481443,151.18501188374975,Rental Car Location
96,Artarmon,-33.8094124,151.18576090000002,Cordia Way,-33.81101916082101,151.1919798585005,Nature Preserve
97,Ashbury,-33.9001107,151.11807240000002,Canterbury Foodies And Farmers Market,-33.903757,151.117512,Market
98,Ashbury,-33.9001107,151.11807240000002,Peace Park,-33.89750229416358,151.1222015599209,Park
99,Ashbury,-33.9001107,151.11807240000002,Lees Park,-33.903471362510686,151.11200986208596,Park
100,Ashfield,-33.889478100000005,151.1274125,Manmaruya,-33.88960326166323,151.12618329500046,Japanese Restaurant
101,Ashfield,-33.889478100000005,151.1274125,Choo Choo Train,-33.888274531623864,151.12419605255127,Chinese Restaurant
102,Ashfield,-33.889478100000005,151.1274125,Japanese Dining Bar by Shinsen,-33.88965285958752,151.12625371217706,Japanese Restaurant
103,Ashfield,-33.889478100000005,151.1274125,New Shanghai Night 新夜上海,-33.88846086899549,151.1243931616137,Shanghai Restaurant
104,Ashfield,-33.889478100000005,151.1274125,Thai Number 1,-33.88714239291711,151.1256847080437,Thai Restaurant
105,Ashfield,-33.889478100000005,151.1274125,New Shanghai 新上海,-33.88816,151.1245,Shanghai Restaurant
106,Ashfield,-33.889478100000005,151.1274125,Taste of Shanghai,-33.888278622693186,151.12399199593892,Dumpling Restaurant
107,Ashfield,-33.889478100000005,151.1274125,Krema Bar,-33.889250311854646,151.12367715266367,Café
108,Ashfield,-33.889478100000005,151.1274125,1st Choice Liquor Superstore,-33.890457099363,151.1283550118388,Liquor Store
109,Ashfield,-33.889478100000005,151.1274125,Eaton Chinese Restaurant,-33.88790126699797,151.12321685239735,Chinese Restaurant
110,Ashfield,-33.889478100000005,151.1274125,Boost Juice,-33.88949465790037,151.12400100419939,Juice Bar
111,Ashfield,-33.889478100000005,151.1274125,7-Eleven,-33.89045071146782,151.12964589525694,Convenience Store
112,Ashfield,-33.889478100000005,151.1274125,ALDI,-33.88978443041143,151.12457316022972,Supermarket
113,Ashfield,-33.889478100000005,151.1274125,Woolworths,-33.88927742194591,151.12369581799476,Supermarket
114,Ashfield,-33.889478100000005,151.1274125,Kmart,-33.88918252091418,151.12402944727987,Department Store
115,Ashfield,-33.889478100000005,151.1274125,Ashfield Hotel,-33.889891681439735,151.1261984287567,Bar
116,Ashfield,-33.889478100000005,151.1274125,Anytime Fitness,-33.887620695325836,151.12435427339457,Gym
117,Ashfield,-33.889478100000005,151.1274125,Crocodile Farm Hotel,-33.88845259487488,151.1242118177647,Pub
118,Ashfield,-33.889478100000005,151.1274125,Chemist Warehouse,-33.888042,151.123897,Pharmacy
119,Ashfield,-33.889478100000005,151.1274125,Wagner Electronics,-33.89035,151.12913,Electronics Store
120,Ashfield,-33.889478100000005,151.1274125,Wes Electronic Services,-33.890381593758924,151.1292289291954,Electronics Store
121,Ashfield,-33.889478100000005,151.1274125,Ashfield Station,-33.88785453336537,151.12553837294845,Train Station
122,Ashfield,-33.889478100000005,151.1274125,Shanghai Night,-33.88843451554322,151.12426292431198,Dumpling Restaurant
123,Ashfield,-33.889478100000005,151.1274125,The Garden,-33.889279,151.129946,Restaurant
124,Ashfield,-33.889478100000005,151.1274125,EasyWay Tea,-33.88792437548357,151.1254750065868,Bubble Tea Shop
125,Ashfield,-33.889478100000005,151.1274125,Dan's Chinese,-33.889634429424135,151.12439920779659,Chinese Restaurant
126,Ashfield,-33.889478100000005,151.1274125,Franklins,-33.889629893088724,151.12438214190735,Grocery Store
127,Ashfield,-33.889478100000005,151.1274125,Ashfield Mall Food Court,-33.8897498928506,151.1243594927608,Food Court
128,Ashfield,-33.889478100000005,151.1274125,The Reject Shop,-33.88959,151.12424,Discount Store
129,Ashfield,-33.889478100000005,151.1274125,Platforms 1 & 2,-33.88738874066511,151.12546867389926,Platform
130,Ashfield,-33.889478100000005,151.1274125,Golden Times Chinese Restaurant,-33.889798191737356,151.13042653817558,Dim Sum Restaurant
131,Ashfield,-33.889478100000005,151.1274125,Keato's Pizza & Grill,-33.88968,151.131014,Pizza Place
132,Ashfield,-33.889478100000005,151.1274125,Allman Park,-33.89187259695793,151.13067090511322,Park
133,Ashfield,-33.889478100000005,151.1274125,Confucius Technologies,-33.88797,151.12275,Gaming Cafe
134,Ashfield,-33.889478100000005,151.1274125,Sydney Bejing Restaurant,-33.887664,151.122643,Asian Restaurant
135,Asquith,-33.6871935,151.1110257,BP,-33.68978507,151.10617156,Gas Station
136,Asquith,-33.6871935,151.1110257,KFC,-33.68718841182618,151.10859903356237,Fast Food Restaurant
137,Asquith,-33.6871935,151.1110257,Asquith Homebrewing,-33.688549426785926,151.108164362167,Hobby Shop
138,Asquith,-33.6871935,151.1110257,Asquith Station,-33.68856001701598,151.10815357568057,Train Station
139,Asquith,-33.6871935,151.1110257,Asquith Park,-33.68261862133459,151.1098375055539,Soccer Field
140,Asquith,-33.6871935,151.1110257,Coles,-33.68863805976454,151.10652607000134,Supermarket
141,Auburn,-33.854570200000005,151.0255673,Auburn Botanic Gardens,-33.860346745919756,151.02270324565293,Garden
142,Auburn,-33.854570200000005,151.0255673,Mado Cafe,-33.85247999122496,151.03254166853495,Café
143,Auburn,-33.854570200000005,151.0255673,Impress Wood Fired Cuisine (Cook & Co.),-33.853306925807985,151.032822297061,Pizza Place
144,Auburn,-33.854570200000005,151.0255673,ALDI,-33.85201488900911,151.03190124034882,Supermarket
145,Auburn,-33.854570200000005,151.0255673,Domino's Pizza,-33.854065370168435,151.03232179695254,Pizza Place
146,Auburn,-33.854570200000005,151.0255673,Auburn Tennis Club,-33.86034739331892,151.0226986610391,Tennis Court
147,Auburn,-33.854570200000005,151.0255673,Gada's Big Bite,-33.85277535803589,151.03239570540188,Middle Eastern Restaurant
148,Auburn,-33.854570200000005,151.0255673,Vatan Restaurant,-33.85264974813085,151.03258900459036,Persian Restaurant
149,Austral,-33.9282672,150.8082824,IGA West Hoxton,-33.92001829443481,150.8143208895493,Grocery Store
150,Austral,-33.9282672,150.8082824,Craik Park,-33.9289042511445,150.8073091506958,Park
151,Austral,-33.9282672,150.8082824,Austral Shops,-33.93254,150.81274,Shopping Mall
152,Austral,-33.9282672,150.8082824,West Hoxton Shops,-33.91953878408161,150.81434726715088,Shopping Mall
153,Avalon Beach,-33.6365039,151.32902990000002,Avalon Beach,-33.63638743381219,151.3313675659601,Beach
154,Avalon Beach,-33.6365039,151.32902990000002,Smalltown,-33.63759514210567,151.32866766147222,Café
155,Avalon Beach,-33.6365039,151.32902990000002,La Banette,-33.63605595868379,151.32845121543886,Bakery
156,Avalon Beach,-33.6365039,151.32902990000002,Nourished,-33.6366794429031,151.32977356468788,Café
157,Avalon Beach,-33.6365039,151.32902990000002,Woolworths,-33.63605609493749,151.32989817584985,Grocery Store
158,Avalon Beach,-33.6365039,151.32902990000002,Subway,-33.63756963463181,151.32865011692047,Sandwich Place
159,Avalon Beach,-33.6365039,151.32902990000002,Swell Cafe,-33.63625,151.32979,Café
160,Avalon Beach,-33.6365039,151.32902990000002,The Sneaky Grind,-33.63756133471067,151.32895239172012,Coffee Shop
161,Avalon Beach,-33.6365039,151.32902990000002,Avalon Chill Bar,-33.63625,151.32979,Café
162,Avalon Beach,-33.6365039,151.32902990000002,Chelsea Tea House,-33.637624,151.328826,Tea Room
163,Badgerys Creek,-33.9042169,150.72028219999999,H&I Safety & Training Pty Ltd,-33.906845,150.7141227,School
164,Badgerys Creek,-33.9042169,150.72028219999999,Classylimousine,-33.895105382640736,150.72149991989136,Rental Service
165,Badgerys Creek,-33.9042169,150.72028219999999,Pressure Welding Australia,-33.91927391868834,150.7127706706524,Business Service
166,Balgowlah,-33.7944424,151.2608261,Porters Liquor,-33.794094219700646,151.26293605109484,Liquor Store
167,Balgowlah,-33.7944424,151.2608261,North Harbour Reserve,-33.7974460142018,151.26105494173152,Park
168,Balgowlah,-33.7944424,151.2608261,Fish Cafe,-33.793633856170324,151.26455158702777,Café
169,Balgowlah,-33.7944424,151.2608261,Tamagawa,-33.79447992240353,151.26562007558567,Japanese Restaurant
170,Balgowlah,-33.7944424,151.2608261,Sushi Roll,-33.7932263557314,151.2648820295952,Japanese Restaurant
171,Balgowlah,-33.7944424,151.2608261,Stockland Balgowlah,-33.79320711335798,151.264932271016,Shopping Mall
172,Balgowlah,-33.7944424,151.2608261,Fitness First - Platinum,-33.79352325220632,151.26468615491834,Gym
173,Balgowlah,-33.7944424,151.2608261,Moreish Foods,-33.79318623565058,151.26487339468426,Café
174,Balgowlah,-33.7944424,151.2608261,Coles,-33.79320963010781,151.26489579545833,Supermarket
175,Balgowlah,-33.7944424,151.2608261,Ajmer's Indian Restaurant,-33.79437216309624,151.26447001415355,Indian Restaurant
176,Balgowlah,-33.7944424,151.2608261,Balgowlah Oval,-33.79396743650353,151.25680082067487,Athletics & Sports
177,Balgowlah,-33.7944424,151.2608261,Balgowlah Golf Course,-33.79522,151.25488,Golf Course
178,Balgowlah Heights,-33.807495,151.26499230000002,Tania Park,-33.8092337115069,151.26628630623395,Park
179,Balgowlah Heights,-33.807495,151.26499230000002,Forty Baskets Beach,-33.802795545128774,151.2698335443875,Beach
180,Balgowlah Heights,-33.807495,151.26499230000002,Castle Rock Beach,-33.811419495785046,151.2593344035734,Beach
181,Balgowlah Heights,-33.807495,151.26499230000002,Grotto Point Reserve,-33.813507505423054,151.26286345746647,Park
182,Balgowlah Heights,-33.807495,151.26499230000002,Bareena Park Tennis Club,-33.80595686159476,151.2622779650286,Tennis Court
183,Balgowlah Heights,-33.807495,151.26499230000002,Arabanoo Lookout,-33.80799890013366,151.26896513429693,Scenic Lookout
184,Balgowlah Heights,-33.807495,151.26499230000002,Dobroyd Head,-33.809747687923206,151.26835314649347,Scenic Lookout
185,Balgowlah Heights,-33.807495,151.26499230000002,Wellings Reserve,-33.801820683194144,151.2655290408799,Park
186,Balmain,-33.8583992,151.1807353,Bertoni Casalinga,-33.85765430281161,151.18108327537513,Café
187,Balmain,-33.8583992,151.1807353,Gladstone Park,-33.85799705606015,151.1829679334008,Park
188,Balmain,-33.8583992,151.1807353,Kafeine,-33.85770557838841,151.1820713530759,Café
189,Balmain,-33.8583992,151.1807353,Wilhelmina's,-33.85697,151.17934,Bar
190,Balmain,-33.8583992,151.1807353,Blue Ginger,-33.85783362815741,151.18259268136478,Asian Restaurant
191,Balmain,-33.8583992,151.1807353,Alegrias Spanish Tapas,-33.85708473145173,151.17936668746256,Tapas Restaurant
192,Balmain,-33.8583992,151.1807353,Manjits Balmain,-33.85681,151.1783,Indian Restaurant
193,Balmain,-33.8583992,151.1807353,The Cottage Bar & Kitchen,-33.85673085197825,151.1788400502234,Italian Restaurant
194,Balmain,-33.8583992,151.1807353,Indian Palace,-33.85772,151.18305,Indian Restaurant
195,Balmain,-33.8583992,151.1807353,Le Caféier,-33.85703403648224,151.18002322115396,Café
196,Balmain,-33.8583992,151.1807353,Dick's Hotel,-33.858586394850455,151.17736207341545,Beer Garden
197,Balmain,-33.8583992,151.1807353,Fundamental Cafe,-33.857724118837666,151.18189080044726,Café
198,Balmain,-33.8583992,151.1807353,Cantina Bar,-33.85659594401447,151.17854453748873,Latin American Restaurant
199,Balmain,-33.8583992,151.1807353,London Hotel,-33.858282470047484,151.1844585314959,Bar
200,Balmain,-33.8583992,151.1807353,Contessa Balmain,-33.8564433038824,151.17765630757657,Café
201,Balmain,-33.8583992,151.1807353,The Royal Oak Hotel,-33.85581537402989,151.18102332032637,Pub
202,Balmain,-33.8583992,151.1807353,Pizza e Birra,-33.85697,151.17934,Pizza Place
203,Balmain,-33.8583992,151.1807353,Sushi Man,-33.856712,151.17986,Sushi Restaurant
204,Balmain,-33.8583992,151.1807353,The Workers Bar & Kitchen,-33.85760744994095,151.18067257482608,Bar
205,Balmain,-33.8583992,151.1807353,casual mondays,-33.856925382406615,151.17878055466466,Café
206,Balmain,-33.8583992,151.1807353,Kazbah,-33.85623844433838,151.17739482693105,Middle Eastern Restaurant
207,Balmain,-33.8583992,151.1807353,The Hunter Works,-33.85697,151.17934,Café
208,Balmain,-33.8583992,151.1807353,Our Place,-33.858033497546664,151.1831722063465,Breakfast Spot
209,Balmain,-33.8583992,151.1807353,Adriano Zumbo Pâtissier,-33.85736110130114,151.18058982918734,Dessert Shop
210,Balmain,-33.8583992,151.1807353,Unity Hall Hotel,-33.857657669215506,151.18081172585758,Pub
211,Balmain,-33.8583992,151.1807353,Cafe Berlin,-33.85778374652634,151.1821807912597,Café
212,Balmain,-33.8583992,151.1807353,Punch Park,-33.86090346671119,151.1792377001758,Playground
213,Balmain,-33.8583992,151.1807353,Gigi's Pizzeria & Restaurant,-33.85777,151.18319,Pizza Place
214,Balmain,-33.8583992,151.1807353,Wild Orange,-33.85738,151.1802,Frozen Yogurt Shop
215,Balmain,-33.8583992,151.1807353,New Star Vietnamese,-33.85749696596025,151.18148792734732,Vietnamese Restaurant
216,Balmain,-33.8583992,151.1807353,The Dry Dock Hotel,-33.854822802970936,151.18267320013916,Pub
217,Balmain,-33.8583992,151.1807353,Balmain Blu,-33.85652,151.17931,Seafood Restaurant
218,Balmain,-33.8583992,151.1807353,Mushiro,-33.85655893300071,151.1782175987395,Sushi Restaurant
219,Balmain,-33.8583992,151.1807353,Le Pub,-33.85770572652774,151.18210074213573,Pub
220,Balmain,-33.8583992,151.1807353,Broom Tree,-33.85684,151.17846,Café
221,Balmain,-33.8583992,151.1807353,Chon Thai,-33.85758,151.18046,Thai Restaurant
222,Balmain,-33.8583992,151.1807353,Somerset Mews Amenities Building,-33.862038211772074,151.18180630873704,Gym
223,Balmain East,-33.8571789,151.192354,Euforia Balmain East Cafe,-33.85747,151.19349,Café
224,Balmain East,-33.8571789,151.192354,Cappello Pizzeria,-33.85725,151.19235,Italian Restaurant
225,Balmain East,-33.8571789,151.192354,The East Village Hotel,-33.85761606937972,151.1924842591099,Gastropub
226,Balmain East,-33.8571789,151.192354,Balmain Bowling Club,-33.85827602221389,151.18818989387714,Bowling Green
227,Balmain East,-33.8571789,151.192354,wineroom@ sixty darling st wines,-33.8555567683415,151.19448864923837,Wine Shop
228,Balmain East,-33.8571789,151.192354,Ewenton Park,-33.860172296171186,151.19021338241313,Park
229,Bangor,-34.0155034,151.0334872,Bangor Tavern,-34.01831823780513,151.0289508389911,Pub
230,Bangor,-34.0155034,151.0334872,Bangor Chicken Spot,-34.01796465,151.029211675,Burger Joint
231,Bangor,-34.0155034,151.0334872,Bangor Shopping Centre,-34.0179287655188,151.028910320897,Shopping Mall
232,Bangor,-34.0155034,151.0334872,Thailicious,-34.014463042094015,151.03897213790333,Thai Restaurant
233,Banksia,-33.9448646,151.1402066,Brothers Kebabs,-33.94502823715794,151.14161608155274,Kebab Restaurant
234,Banksia,-33.9448646,151.1402066,Banksia Station,-33.94535809316338,151.14040195941925,Train Station
235,Banksia,-33.9448646,151.1402066,Crunch Fitness,-33.94797502498409,151.14000445329032,Gym
236,Banksia,-33.9448646,151.1402066,KFC,-33.94404072429065,151.14247825279134,Fast Food Restaurant
237,Banksia,-33.9448646,151.1402066,Rocksia Hotel Bistro,-33.9437402369795,151.14235138562213,Bistro
238,Banksia,-33.9448646,151.1402066,Rocksia Hotel,-33.94382999915841,151.142172242187,Pub
239,Banksia,-33.9448646,151.1402066,Platform 1,-33.94556073514819,151.14004372156558,Platform
240,Banksia,-33.9448646,151.1402066,Banksia Bistro,-33.94521,151.14197,Bistro
241,Banksia,-33.9448646,151.1402066,Banksia Hotel,-33.945222001909045,151.1417445578574,Pub
242,Banksia,-33.9448646,151.1402066,Banksia Bakery,-33.9453,151.13981,Bakery
243,Banksia,-33.9448646,151.1402066,The Good Guys,-33.94797033922671,151.1401215546667,Electronics Store
244,Banksia,-33.9448646,151.1402066,Spotlight,-33.94795227398161,151.14010745058792,Arts & Crafts Store
245,Banksia,-33.9448646,151.1402066,Anaconda,-33.9480851109687,151.1400538379137,Outdoor Supply Store
246,Banksia,-33.9448646,151.1402066,Spotlight Centre,-33.94814126678037,151.13993703585538,Shopping Mall
247,Bankstown,-33.91718970000001,151.0335881,VBites,-33.9193598078125,151.03177032733046,Vietnamese Restaurant
248,Bankstown,-33.91718970000001,151.0335881,An Restaurant,-33.91938815162978,151.03284588895283,Vietnamese Restaurant
249,Bankstown,-33.91718970000001,151.0335881,THY Vietnamese Eatery,-33.91881,151.03174,Vietnamese Restaurant
250,Bankstown,-33.91718970000001,151.0335881,Bankstown Sports Club,-33.920052,151.033854,Sports Club
251,Bankstown,-33.91718970000001,151.0335881,Café Nhớ,-33.91840823100686,151.03304695988692,Café
252,Bankstown,-33.91718970000001,151.0335881,Basement Brewhouse,-33.92011609708237,151.0335225070914,Sports Bar
253,Bankstown,-33.91718970000001,151.0335881,Star Buffet @ Bankstown RSL,-33.91605011713951,151.03276015833757,Buffet
254,Bankstown,-33.91718970000001,151.0335881,BBQ City,-33.91340525965762,151.03461605988934,Buffet
255,Bankstown,-33.91718970000001,151.0335881,Anytime Fitness,-33.916935527749985,151.03544303838024,Gym
256,Bankstown,-33.91718970000001,151.0335881,Oscar's Bar & Grill,-33.91719188860552,151.0329855349682,Bar
257,Bankstown,-33.91718970000001,151.0335881,Chocolates Del Mondo,-33.91286574784507,151.0350111532679,Café
258,Bankstown,-33.91718970000001,151.0335881,The Coffee Emporium,-33.91663527865263,151.0399404344217,Coffee Shop
